publication_number,title
US-5519401-A,Programmed radar coordinate scan conversion
US-7647367-B2,Apparatus and method for calculating a multiplication
US-2016119149-A1,Security system for handheld wireless devices using time-variable encryption keys
US-2013102831-A1,Real-time radiation treatment planning system
US-5120487-A,Method of measuring the dc electric field and other tokamak parameters
US-9762898-B2,Method and system for parallelizing video compression
US-7227586-B2,Color signal processing
US-2003014181-A1,Traffic information gathering via cellular phone networks for intelligent transportation systems
US-7948876-B2,Method of detecting non-responsive network flows
US-2014101079-A1,Massively Distributed Problem Solving Agent
US-7652689-B2,Picture taking device and picture restoration method
US-7942634-B2,"Wind turbine, a method for compensating for disparities in a wind turbine rotor blade pitch system and use of a method"
US-8312035-B2,Search engine enhancement using mined implicit links
US-9424079-B2,Iteration support in a heterogeneous dataflow engine
US-6809896-B2,Power-efficient seek operations in hard disk drive
US-8277989-B2,Cathode filter replacement algorithm in a fuel cell system
US-7966495-B2,Conserving file system with backup and validation
US-7529895-B2,Method for prefetching non-contiguous data structures
US-2010074274-A1,System for reserving a pass band for different classes of traffic
US-2014164622-A1,Intelligent large network configuration management service
US-2015261611-A1,Forward error correction with configurable latency
US-2004181384-A1,Selectively reduced bi-cubic interpolation for ink-jet simulations on quadrilateral grids
US-2011025879-A1,Method and apparatus for controlling a camera module to compensate for the light level of a white led
US-2018019786-A1,Leakage detection in docsis 3.1 environment
US-6697383-B1,Method and apparatus for detecting data streams with specific pattern
US-2004103126-A1,Avoiding remembered-set maintenance overhead for memory segments known to be in a collection set
US-7974789-B2,Genetic diagnosis using multiple sequence variant analysis
US-7181727-B1,Providing data indicative of the performance of a competing algorithm and an incumbent algorithm
US-7788480-B2,Protected dynamic provisioning of credentials
US-5682152-A,Data compression using adaptive bit allocation and hybrid lossless entropy encoding
US-2013254512-A1,Memory management method and information processing device
US-7465050-B2,Method and apparatus for three-dimensional video-oculography
US-7415623-B2,System for managing the power source life between multiple individually powered devices in a wired system and method of using same
US-7768929-B2,Determination of endpoint device location for efficient analysis of network performance
US-6519530-B2,Intelligent remote location system
US-2003198280-A1,Wireless local area network frequency hopping adaptation algorithm
US-2018183397-A1,Calibration system and method for optimizing leakage performance of a multi-port amplifier
US-2008218585-A1,Appearance matching for videoconferencing
US-2005286713-A1,Distributed sound enhancement
US-2002151322-A1,Method for improving performances of a mobile radiocommunication system using a power control algorithm
US-3867616-A,Automated designing
US-9940695-B2,Method for ensuring perfect stitching of a subject&#39;s images in a real-site image stitching operation
US-5872554-A,Method and apparatus for non-blinking displaying of grayscale image on monochrome LCD screen
US-7593891-B2,Credit score simulation
US-2007198823-A1,Methods for conducting server-side encryption/decryption-on-demand
US-9711831-B2,Holographic mode conversion for transmission lines
US-8612091-B2,Vehicle diagnostic tool-utilizing volumetric efficiency
US-2013166909-A1,Client-Side Player File and Content License Verification
US-2008004776-A1,Method and apparatus for locating an object of interest within an image
US-9444795-B1,Robot mitigation
US-6516078-B1,Multi-level detection and deterrence of counterfeiting of documents with reduced false detection
US-8001070-B2,Object oriented rule-based system and method
US-5926763-A,Cellular communication system with voice channel usage biasing
US-9660574-B2,System and method for adjusting notifications for solar monitoring systems
US-7761364-B2,Midpoint matching system
US-8009897-B2,Method and apparatus for image matching
US-7015664-B2,Motor drive control
US-8510363-B2,SIMD sign operation
US-7142663-B2,Global directory service with intelligent dialing
US-2006138977-A1,Method and apparatus for precise positioning of an object with linear stepper motors
US-2018256282-A1,Flexible tracker systems
US-6751358-B1,Error diffusion for digital printing
US-6898665-B1,System and method for profiling access to disk drive commands based on a dual servo mode model
US-2008123754-A1,Method of filtering pixels in a video encoding process
US-2016216775-A1,Air pointer with improved user experience
US-2019019374-A1,"Mobile gaming and peer to peer gifting, receiving and donating platform using block chain integration of centralized or decentralized public ledgers for gaming elements to form, encrypt and distribute digital or crypto currency with quantum computing"
US-2010280307-A1,Using a genetic algorithm in mixed mode device
US-8677140-B2,Delivery point validation system
US-8180054-B2,"Authenticating system, authenticating method, and authenticating program"
US-2016019554-A1,Standard System and Method for Assigning Ratings to Art Materials and Works of Art Based on the Projected Stability of the Constituents
US-2012076294-A1,Arithmetic method and apparatus for supporting aes and aria encryption/decryption functions
US-2009319458-A1,Compiler for Probabilistic Programs
US-5794169-A,System for determining the shift stage of an automatic transmission by using fuzzy inference to decide road gradient
US-5300921-A,Athletic training system
US-6625217-B1,Constrained wavelet packet for tree-structured video coders
US-2017039186-A1,Processing Text with Domain-Specific Spreading Activation Methods
US-2006015273-A1,Apparatus and method for standby lighting
US-2008267487-A1,Process and System for Analysing Deformations in Motor Vehicles
US-2018027981-A1,Climate controlled mattress system
US-8962532-B2,Programmable iterated elongation: a method for manufacturing synthetic genes and combinatorial DNA and protein libraries
US-2010085353-A1,User-guided surface reconstruction
US-2016099756-A1,Systems and methods for wireless power transmission
US-6642932-B2,Method and system for interpolation in color images
